Age,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
21,No,Research & Development,5,1,1,3,Male,3,1,Research Scientist,4,3117,No,18,3,3,3,2,3,2,2,2,2
18,Yes,Sales,3,2,1,2,Female,3,1,Sales Representative,4,1569,Yes,12,3,3,0,2,4,0,0,0,0
47,No,Human Resources,26,4,1,4,Female,3,5,Manager,3,19658,No,11,3,3,27,2,3,5,2,1,0
39,No,Research & Development,3,2,1,3,Male,2,2,Laboratory Technician,3,3069,No,15,3,4,11,3,3,10,8,0,7
40,No,Research & Development,15,3,1,1,Female,2,3,Manufacturing Director,3,10435,No,13,3,4,18,2,3,18,15,14,12
35,No,Research & Development,8,4,1,3,Female,3,2,Healthcare Representative,3,4148,No,12,3,4,15,5,3,14,11,2,9
37,No,Research & Development,19,3,1,3,Male,3,2,Manufacturing Director,3,5768,No,17,3,1,9,2,2,4,3,0,2
39,No,Research & Development,4,3,1,1,Female,3,2,Manufacturing Director,3,5042,No,13,3,4,10,2,1,9,2,3,8
45,No,Research & Development,2,2,1,4,Female,2,2,Manufacturing Director,4,5770,No,19,3,1,10,3,3,10,7,3,9
38,No,Research & Development,2,2,1,4,Female,2,3,Manufacturing Director,3,7756,Yes,19,3,4,10,6,4,5,4,0,2
35,Yes,Sales,10,3,1,4,Male,2,3,Sales Executive,1,10306,No,17,3,3,15,3,3,13,12,6,0
37,No,Research & Development,10,3,1,2,Female,3,1,Research Scientist,2,3936,No,11,3,1,8,2,1,8,4,7,7
40,No,Research & Development,16,3,1,3,Female,3,3,Manufacturing Director,4,7945,Yes,15,3,4,18,2,2,4,2,3,3
44,No,Human Resources,1,5,1,1,Male,3,2,Human Resources,4,5743,Yes,11,3,3,14,3,3,10,7,0,2
48,No,Research & Development,4,5,1,3,Male,2,4,Manager,4,15202,No,25,4,2,23,3,3,2,2,2,2
35,Yes,Sales,15,2,1,1,Male,1,2,Sales Executive,4,5440,Yes,14,3,4,7,2,2,2,2,2,2
24,No,Research & Development,2,1,1,1,Female,3,1,Research Scientist,4,3760,Yes,13,3,3,6,2,3,6,3,1,3
27,No,Research & Development,8,3,1,2,Female,4,1,Research Scientist,3,3517,No,17,3,1,5,0,3,3,2,0,2
27,No,Research & Development,2,3,1,4,Male,3,1,Research Scientist,4,2580,No,13,3,3,6,0,2,4,2,1,2
40,Yes,Research & Development,7,3,1,1,Male,3,1,Laboratory Technician,1,2166,Yes,14,3,2,10,3,1,4,2,0,3
29,No,Sales,10,3,1,3,Male,2,2,Sales Executive,3,5869,No,11,3,3,8,2,3,5,2,1,4
36,No,Research & Development,5,4,1,2,Female,3,3,Healthcare Representative,1,8008,No,12,3,3,9,6,3,3,2,0,2
25,No,Research & Development,2,1,1,4,Male,4,2,Manufacturing Director,3,5206,No,17,3,3,7,6,3,7,7,0,7
39,No,Research & Development,12,3,1,4,Male,3,2,Manufacturing Director,2,5295,No,21,4,3,7,3,3,5,4,1,0
49,No,Research & Development,22,4,1,1,Female,3,4,Research Director,2,16413,No,16,3,2,27,2,3,4,2,1,2
50,No,Research & Development,17,5,1,4,Female,2,3,Research Director,1,13269,No,15,3,3,19,3,3,14,11,1,11
20,No,Sales,2,3,1,3,Female,3,1,Sales Representative,3,2783,No,19,3,1,2,3,3,2,2,2,2
34,No,Research & Development,3,3,1,4,Female,3,2,Research Scientist,2,5433,No,12,3,3,11,2,3,11,8,7,9
36,No,Research & Development,7,3,1,1,Male,3,1,Laboratory Technician,2,2013,No,11,3,3,15,4,3,4,3,1,3
49,No,Research & Development,6,1,1,3,Female,2,4,Healthcare Representative,3,13966,Yes,19,3,2,30,3,3,15,11,2,12
36,No,Research & Development,1,4,1,4,Female,2,2,Manufacturing Director,3,4374,No,15,3,3,4,6,3,3,2,1,2
36,No,Research & Development,3,2,1,4,Male,4,2,Healthcare Representative,1,6842,No,20,4,1,13,3,3,5,4,0,4
54,No,Research & Development,22,5,1,2,Female,3,4,Manager,3,17426,No,25,4,3,36,6,3,10,8,4,7
43,No,Research & Development,15,2,1,3,Male,2,4,Research Director,3,17603,No,24,4,1,14,3,3,14,10,6,11
35,Yes,Sales,12,4,1,4,Male,3,2,Sales Executive,4,4581,Yes,24,4,1,13,2,4,11,9,6,7
38,No,Research & Development,1,3,1,4,Male,3,2,Research Scientist,4,4735,No,15,3,4,19,4,4,13,11,2,9
29,No,Sales,5,3,1,1,Male,2,2,Sales Executive,2,4187,Yes,13,3,2,10,3,2,10,0,0,9
33,No,Sales,2,4,1,4,Male,3,2,Sales Executive,4,5505,No,14,3,3,6,5,3,6,2,0,4
32,No,Research & Development,2,3,1,4,Male,3,2,Research Scientist,2,5470,No,13,3,3,10,4,2,9,5,1,6
31,No,Sales,5,4,1,1,Female,3,2,Sales Executive,4,5476,No,11,3,1,10,2,3,10,0,0,2
49,No,Research & Development,16,3,1,4,Female,3,1,Laboratory Technician,1,2587,Yes,16,3,2,17,2,2,2,2,2,2
38,No,Research & Development,2,3,1,4,Female,2,1,Laboratory Technician,2,2440,No,22,4,2,4,3,3,4,3,3,3
47,No,Sales,2,4,1,2,Female,4,4,Manager,2,15972,No,14,3,3,29,2,3,3,2,1,2
49,No,Research & Development,1,3,1,3,Male,3,4,Manager,3,15379,No,14,3,1,23,2,3,8,7,0,0
41,No,Sales,23,2,1,4,Male,3,3,Sales Executive,3,7082,Yes,16,3,4,21,2,3,2,0,0,2
20,No,Sales,9,1,1,4,Male,3,1,Sales Representative,1,2728,No,11,3,1,2,3,3,2,2,0,2
33,No,Sales,16,3,1,3,Female,3,2,Sales Executive,4,5368,Yes,25,4,3,7,2,3,6,5,1,2
36,No,Research & Development,26,4,1,1,Male,3,2,Healthcare Representative,3,5347,No,14,3,2,10,2,2,3,2,0,2
44,No,Human Resources,1,3,1,3,Female,3,1,Human Resources,4,3195,Yes,18,3,1,8,2,3,2,2,2,2
23,Yes,Research & Development,8,1,1,4,Male,2,1,Laboratory Technician,3,3989,Yes,11,3,1,5,2,3,5,4,1,2
38,No,Research & Development,4,2,1,4,Female,3,1,Laboratory Technician,3,3306,No,19,3,4,7,5,2,0,0,0,0
53,No,Research & Development,24,4,1,2,Male,4,3,Healthcare Representative,4,7005,No,15,3,3,11,2,3,4,3,1,2
48,Yes,Sales,7,2,1,4,Female,3,1,Sales Representative,3,2655,Yes,11,3,3,19,3,3,9,7,7,7
32,Yes,Research & Development,2,4,1,4,Male,3,1,Laboratory Technician,2,1393,No,12,3,1,1,2,3,1,0,0,0
26,No,Research & Development,7,3,1,4,Male,3,1,Laboratory Technician,4,2570,No,20,4,3,7,5,3,7,7,5,7
55,No,Research & Development,22,3,1,1,Male,2,1,Research Scientist,2,3537,No,12,3,4,8,1,3,4,2,1,2
34,No,Research & Development,5,2,1,2,Male,2,2,Laboratory Technician,4,3986,No,14,3,3,15,3,4,15,10,4,13
60,No,Research & Development,1,4,1,3,Male,1,3,Healthcare Representative,4,10883,No,20,4,3,19,2,4,1,0,0,0
33,No,Research & Development,21,3,1,2,Male,4,1,Laboratory Technician,2,2028,No,18,3,4,14,6,3,14,11,2,13
37,No,Sales,1,4,1,3,Male,1,2,Sales Executive,4,9525,No,14,3,3,6,2,2,6,3,1,3
34,No,Research & Development,19,3,1,2,Female,2,1,Research Scientist,4,2929,No,12,3,2,10,3,3,10,9,8,7
23,Yes,Sales,7,3,1,3,Male,3,1,Sales Representative,4,2275,Yes,21,4,2,3,2,3,3,2,0,2
44,No,Research & Development,2,3,1,3,Female,4,3,Healthcare Representative,4,7879,Yes,19,3,2,9,2,3,8,7,6,7
35,No,Research & Development,2,4,1,1,Male,2,1,Research Scientist,4,4930,Yes,14,3,3,6,2,4,5,4,1,4
43,No,Sales,2,3,1,4,Male,3,2,Sales Executive,4,7847,Yes,17,3,1,10,3,3,10,9,8,8
24,No,Research & Development,9,3,1,3,Male,4,1,Research Scientist,3,4401,No,16,3,4,5,1,3,5,3,0,4
41,No,Sales,6,3,1,4,Male,3,3,Sales Executive,3,9241,No,12,3,2,10,3,3,10,8,8,7
29,No,Research & Development,9,4,1,4,Female,3,1,Laboratory Technician,3,2974,No,17,3,3,9,2,3,5,3,1,2
36,No,Sales,2,4,1,3,Female,3,2,Sales Representative,4,4502,No,15,3,3,17,2,2,13,7,6,7
45,No,Research & Development,1,1,1,3,Male,2,3,Healthcare Representative,3,10748,No,23,4,4,25,3,2,23,15,14,4
24,Yes,Human Resources,22,1,1,4,Male,1,1,Human Resources,3,1555,No,11,3,3,1,2,3,1,0,0,0
47,Yes,Sales,9,3,1,3,Male,1,4,Sales Executive,3,12936,No,11,3,3,25,3,1,23,5,14,10
26,No,Research & Development,17,4,1,4,Male,1,1,Laboratory Technician,3,2305,No,15,3,3,3,3,4,3,2,0,2
45,No,Research & Development,28,2,1,4,Female,2,4,Research Director,2,16704,No,11,3,3,21,2,3,21,6,8,6
32,No,Research & Development,10,3,1,1,Male,3,1,Research Scientist,3,3433,No,13,3,1,10,3,2,5,2,1,3
31,No,Research & Development,2,4,1,2,Male,3,1,Laboratory Technician,3,3477,No,14,3,4,6,2,4,5,2,0,3
41,No,Human Resources,4,3,1,3,Male,1,2,Human Resources,2,6430,No,19,3,2,10,4,3,3,2,1,2
40,No,Research & Development,8,2,1,2,Female,3,2,Manufacturing Director,1,6516,Yes,16,3,2,18,3,3,1,0,0,0
24,No,Research & Development,29,1,1,2,Male,3,1,Laboratory Technician,1,3907,No,13,3,2,6,2,4,6,2,1,2
46,No,Research & Development,13,4,1,3,Male,3,2,Healthcare Representative,2,5562,No,14,3,4,19,3,3,10,7,0,9
35,No,Research & Development,27,4,1,4,Male,3,2,Manufacturing Director,3,6883,No,16,3,2,17,3,3,7,7,0,7
30,No,Research & Development,16,1,1,2,Male,3,1,Research Scientist,4,2862,No,12,3,2,10,2,2,10,0,0,8
47,No,Sales,2,4,1,3,Male,3,2,Sales Executive,2,4978,No,11,3,4,4,3,1,1,0,0,0
46,No,Sales,2,3,1,3,Male,3,3,Sales Executive,4,10368,Yes,12,3,2,13,5,2,10,6,0,3
36,Yes,Sales,13,5,1,2,Male,2,2,Sales Executive,1,6134,Yes,13,3,2,16,3,3,2,2,2,2
32,Yes,Sales,1,2,1,1,Male,1,2,Sales Executive,2,6735,No,15,3,2,10,2,3,0,0,0,0
23,No,Research & Development,4,1,1,3,Female,3,1,Laboratory Technician,2,3295,No,13,3,3,3,3,1,3,2,1,2
31,No,Research & Development,24,1,1,4,Female,3,2,Manufacturing Director,4,5238,No,20,4,4,9,3,2,5,4,1,4
39,No,Research & Development,1,3,1,4,Male,3,2,Laboratory Technician,4,6472,Yes,15,3,4,9,2,3,9,8,5,8
32,No,Sales,19,3,1,4,Male,1,3,Sales Executive,3,9610,No,13,3,3,10,2,1,4,3,0,2
40,No,Sales,7,4,1,2,Male,3,5,Manager,2,19833,No,14,3,2,21,3,2,21,8,12,8
45,No,Human Resources,4,3,1,3,Female,1,3,Human Resources,3,9756,No,21,4,3,9,2,4,5,0,0,3
30,No,Research & Development,2,4,1,4,Female,2,1,Research Scientist,1,4968,No,16,3,4,10,2,3,9,7,0,7
24,No,Human Resources,10,3,1,1,Male,3,1,Human Resources,4,2145,No,14,3,4,3,2,3,2,2,2,1
30,Yes,Human Resources,8,3,1,3,Female,2,1,Human Resources,4,2180,No,11,3,3,6,0,2,4,2,1,2
31,No,Sales,5,3,1,1,Male,3,2,Sales Executive,3,8346,No,19,3,3,6,3,3,5,2,0,2
27,No,Research & Development,8,3,1,3,Female,3,1,Research Scientist,4,3445,No,11,3,3,6,5,2,6,2,1,4
29,Yes,Sales,9,3,1,2,Female,1,1,Sales Representative,2,2760,No,13,3,3,2,3,3,2,2,2,2
29,No,Research & Development,1,3,1,4,Male,4,2,Healthcare Representative,3,6294,Yes,12,3,4,10,5,4,3,2,0,2
30,No,Sales,15,2,1,3,Male,2,3,Sales Executive,1,7140,No,11,3,1,12,2,3,7,7,1,7
34,No,Research & Development,2,4,1,4,Male,4,1,Research Scientist,4,2932,Yes,14,3,1,6,3,3,5,0,1,2
33,No,Sales,2,3,1,4,Female,3,2,Sales Executive,2,5147,No,15,3,4,13,2,2,11,7,1,7
49,No,Sales,11,4,1,4,Female,3,2,Sales Executive,4,4507,No,12,3,3,8,1,4,5,1,0,4
33,Yes,Sales,16,3,1,1,Female,3,3,Sales Executive,1,8564,Yes,20,4,3,11,2,2,0,0,0,0
38,No,Research & Development,2,2,1,3,Female,2,1,Laboratory Technician,2,2468,No,14,3,2,9,4,2,6,1,0,5
31,Yes,Sales,16,4,1,1,Male,3,3,Sales Executive,3,8161,No,13,3,1,10,2,3,1,0,0,0
29,No,Research & Development,4,3,1,4,Female,2,1,Research Scientist,1,2109,No,13,3,3,1,2,3,1,0,0,0
30,No,Research & Development,16,3,1,3,Male,4,2,Healthcare Representative,3,5294,No,16,3,3,10,3,3,7,0,1,7
32,No,Research & Development,5,4,1,2,Male,3,1,Research Scientist,2,2718,No,14,3,2,12,3,3,7,7,0,7
38,No,Research & Development,18,3,1,2,Male,1,2,Healthcare Representative,4,5811,Yes,16,3,3,15,2,3,1,0,1,0
43,Yes,Research & Development,17,3,1,3,Male,2,1,Research Scientist,3,2437,Yes,16,3,4,6,4,3,1,0,0,0
42,No,Research & Development,12,3,1,2,Male,3,1,Laboratory Technician,2,2766,No,22,4,2,7,6,2,5,3,0,4
55,No,Research & Development,2,3,1,3,Male,2,5,Research Director,1,19038,No,12,3,2,34,2,3,1,0,0,0
33,No,Research & Development,4,3,1,4,Male,3,2,Research Scientist,2,3055,No,15,3,4,11,2,2,9,8,1,7
41,No,Research & Development,9,4,1,3,Male,3,1,Laboratory Technician,1,2289,No,20,4,2,5,2,3,5,3,0,4
34,No,Sales,10,3,1,4,Male,3,2,Sales Executive,3,4001,Yes,14,3,3,15,3,3,15,14,0,7
53,No,Research & Development,1,4,1,1,Female,2,4,Manufacturing Director,3,12965,Yes,20,4,4,27,2,2,3,2,0,2
43,No,Human Resources,2,3,1,2,Male,3,1,Human Resources,4,3539,No,13,3,2,10,5,3,9,7,1,8
34,No,Sales,3,2,1,4,Female,1,2,Sales Executive,4,6029,No,12,3,1,6,3,3,2,2,2,2
21,Yes,Sales,7,1,1,2,Male,3,1,Sales Representative,2,2679,No,13,3,2,1,3,3,1,0,1,0
38,No,Research & Development,6,2,1,4,Female,2,1,Laboratory Technician,3,3702,No,11,3,2,5,3,3,5,4,0,4
22,Yes,Research & Development,8,1,1,3,Female,3,1,Laboratory Technician,1,2398,Yes,17,3,3,1,6,3,1,0,0,0
31,No,Sales,29,4,1,1,Female,2,2,Sales Executive,4,5468,No,14,3,1,13,3,3,12,7,5,7
51,No,Research & Development,3,3,1,1,Female,3,3,Manager,3,13116,No,11,3,4,15,2,3,2,2,2,2
37,No,Sales,9,2,1,2,Male,2,2,Sales Executive,2,4189,No,14,3,1,5,2,3,5,2,0,3
46,No,Research & Development,2,4,1,3,Male,3,5,Research Director,4,19328,Yes,17,3,3,24,3,3,2,1,2,2
36,No,Research & Development,10,3,1,4,Male,3,3,Healthcare Representative,1,8321,Yes,13,3,4,15,1,3,12,8,5,7
44,Yes,Research & Development,1,2,1,3,Male,3,1,Research Scientist,2,2342,Yes,12,3,3,6,2,2,5,3,2,3
37,No,Human Resources,8,2,1,3,Male,3,2,Human Resources,2,4071,No,13,3,3,19,4,2,10,0,4,7
35,Yes,Sales,27,3,1,3,Male,3,2,Sales Executive,4,5813,Yes,18,3,4,10,2,3,10,7,7,7
33,No,Research & Development,8,4,1,4,Male,4,1,Research Scientist,1,3143,No,19,3,2,14,1,3,10,8,7,6
28,No,Research & Development,1,3,1,3,Male,3,1,Research Scientist,4,2044,No,11,3,3,5,6,4,5,3,0,3
39,No,Research & Development,10,1,1,3,Male,3,3,Research Director,3,13464,No,21,4,3,9,3,3,4,3,2,2
46,No,Sales,26,2,1,2,Male,2,2,Sales Executive,2,7991,No,15,3,3,6,3,3,2,2,2,2
40,No,Research & Development,2,2,1,3,Female,3,1,Laboratory Technician,1,3377,No,17,3,4,7,5,2,4,3,0,2
42,No,Research & Development,13,3,1,2,Male,4,2,Healthcare Representative,1,5538,No,18,3,3,10,2,2,0,0,0,0
35,No,Research & Development,2,2,1,2,Male,3,2,Manufacturing Director,4,5762,No,14,3,3,15,6,3,7,7,1,7
38,No,Human Resources,2,3,1,1,Male,3,1,Human Resources,2,2592,No,13,3,4,13,3,3,11,10,3,8
34,Yes,Research & Development,9,4,1,4,Male,3,2,Laboratory Technician,1,5346,No,17,3,3,11,3,2,7,1,0,7
37,Yes,Research & Development,10,4,1,4,Male,3,2,Manufacturing Director,1,4213,No,15,3,2,10,4,1,10,3,0,8
39,No,Sales,20,3,1,3,Male,3,2,Sales Executive,4,4127,No,18,3,4,7,6,3,2,1,2,2
43,No,Research & Development,9,3,1,1,Male,3,1,Research Scientist,3,2438,No,13,3,3,7,2,2,3,2,1,2
41,No,Research & Development,5,3,1,2,Male,4,2,Healthcare Representative,2,6870,No,12,3,1,11,3,1,3,2,1,2
41,No,Sales,4,1,1,3,Female,3,3,Sales Executive,3,10447,Yes,13,3,4,23,3,4,22,14,13,5
30,No,Research & Development,10,3,1,1,Female,3,3,Manufacturing Director,3,9667,No,14,3,2,9,3,3,7,7,0,2
26,Yes,Human Resources,20,2,1,4,Female,3,1,Human Resources,2,2148,Yes,11,3,3,6,3,3,5,1,1,4
46,Yes,Research & Development,21,2,1,4,Female,3,2,Healthcare Representative,2,8926,No,22,4,4,13,2,4,9,7,3,7
40,No,Research & Development,1,3,1,3,Female,3,2,Healthcare Representative,4,6513,No,17,3,4,12,3,3,5,3,0,3
34,No,Sales,8,2,1,2,Male,4,2,Sales Executive,3,6799,No,21,4,3,10,5,3,10,8,4,8
58,No,Sales,2,3,1,2,Male,3,4,Manager,2,16291,No,22,4,4,37,0,2,16,9,14,14
35,No,Research & Development,23,4,1,2,Male,1,1,Laboratory Technician,3,2705,No,16,3,2,6,2,4,5,4,0,3
47,No,Research & Development,4,3,1,3,Female,2,3,Manufacturing Director,2,10333,Yes,12,3,3,28,4,3,22,11,14,10
40,No,Research & Development,12,3,1,2,Female,3,2,Healthcare Representative,1,4448,No,12,3,2,15,3,3,7,4,7,7
54,No,Research & Development,7,4,1,4,Female,3,2,Research Scientist,4,6854,No,15,3,2,14,2,2,7,1,1,7
31,No,Sales,7,4,1,1,Female,3,3,Sales Executive,1,9637,No,14,3,4,9,3,3,3,2,2,2
28,No,Research & Development,1,3,1,3,Female,3,1,Research Scientist,1,3591,No,25,4,3,3,3,3,3,2,1,2
38,No,Sales,2,4,1,2,Female,1,2,Sales Representative,4,5405,Yes,20,4,1,20,4,2,4,2,0,3
26,No,Sales,10,3,1,3,Male,3,2,Sales Executive,4,4684,No,13,3,1,5,4,3,5,3,1,2
58,No,Research & Development,15,4,1,1,Male,3,4,Research Director,3,15787,Yes,14,3,2,23,3,3,2,2,2,2
18,No,Research & Development,14,3,1,2,Female,3,1,Research Scientist,3,1514,No,16,3,3,0,4,1,0,0,0,0
31,Yes,Human Resources,18,5,1,4,Male,4,1,Human Resources,1,2956,No,17,3,3,2,4,3,1,0,0,0
29,Yes,Human Resources,13,3,1,1,Male,2,1,Human Resources,1,2335,Yes,15,3,4,4,3,3,2,2,2,0
45,No,Sales,2,4,1,3,Female,3,2,Sales Executive,3,5154,No,22,4,2,10,3,4,8,7,5,7
36,No,Research & Development,2,4,1,4,Female,3,2,Research Scientist,2,6962,Yes,22,4,4,15,2,3,1,0,0,0
43,No,Sales,2,4,1,1,Male,3,2,Sales Executive,4,5675,No,20,4,3,7,5,3,7,7,7,7
27,No,Research & Development,5,2,1,4,Female,3,1,Laboratory Technician,4,2379,Yes,14,3,3,6,3,2,5,4,0,2
29,No,Research & Development,20,1,1,4,Male,3,1,Laboratory Technician,4,3812,No,13,3,2,11,3,4,11,8,3,10
32,No,Sales,10,4,1,4,Male,3,2,Sales Executive,4,4648,No,13,3,3,4,2,4,0,0,0,0
42,No,Research & Development,10,4,1,3,Male,3,1,Research Scientist,3,2936,No,22,4,2,10,1,2,6,3,3,3
47,No,Research & Development,9,4,1,2,Female,3,1,Laboratory Technician,3,2105,No,12,3,3,7,2,3,2,2,2,0
46,No,Research & Development,2,2,1,4,Male,3,3,Manufacturing Director,4,8578,No,14,3,3,12,4,2,9,8,4,7
28,No,Human Resources,1,2,1,3,Male,3,1,Human Resources,4,2706,No,15,3,2,3,2,3,3,2,2,2
29,No,Research & Development,29,1,1,4,Male,1,2,Healthcare Representative,3,6384,No,17,3,4,11,3,3,7,0,1,6
42,No,Research & Development,8,3,1,4,Male,3,1,Laboratory Technician,3,3968,No,13,3,4,8,3,3,0,0,0,0
32,Yes,Sales,2,4,1,3,Male,2,2,Sales Executive,2,9907,Yes,12,3,3,7,3,2,2,2,2,2
46,No,Sales,3,3,1,1,Female,4,4,Sales Executive,1,13225,No,12,3,4,25,5,3,19,17,2,8
27,No,Sales,23,1,1,2,Female,2,2,Sales Representative,3,3540,No,21,4,4,9,5,3,9,8,5,8
29,No,Human Resources,6,1,1,4,Male,2,1,Human Resources,2,2804,No,11,3,4,1,3,3,1,0,0,0
43,No,Research & Development,6,3,1,1,Female,2,5,Manager,3,19392,No,13,3,4,21,2,3,16,12,6,14
48,No,Research & Development,10,3,1,4,Male,2,5,Research Director,2,19665,No,12,3,4,29,3,3,22,10,12,9
29,Yes,Research & Development,24,2,1,4,Male,2,1,Research Scientist,4,2439,Yes,24,4,2,1,3,2,1,0,1,0
46,Yes,Sales,10,3,1,3,Female,3,3,Sales Executive,2,7314,No,21,4,3,14,2,3,8,7,0,7
27,No,Research & Development,15,3,1,4,Female,2,1,Research Scientist,1,4774,No,19,3,4,8,2,2,7,6,7,3
39,No,Research & Development,19,4,1,4,Male,3,2,Research Scientist,4,3902,No,14,3,2,7,2,3,2,2,2,2
55,No,Research & Development,2,4,1,2,Male,2,1,Research Scientist,4,2662,No,20,4,2,19,2,4,5,2,0,4
28,No,Sales,3,3,1,2,Female,3,1,Sales Representative,2,2856,No,19,3,4,1,3,3,1,0,0,0
30,Yes,Sales,9,3,1,2,Male,3,1,Sales Representative,4,1081,No,13,3,3,1,3,2,1,0,0,0
22,Yes,Research & Development,7,1,1,4,Male,3,1,Research Scientist,2,2472,Yes,23,4,1,1,2,3,1,0,0,0
36,No,Sales,10,4,1,2,Female,2,2,Sales Executive,3,5673,Yes,13,3,1,10,4,3,10,9,1,7
31,No,Research & Development,20,3,1,2,Male,3,2,Laboratory Technician,3,4197,No,11,3,1,10,2,3,10,8,0,2
34,No,Sales,4,3,1,3,Male,3,3,Sales Executive,4,9713,Yes,13,3,4,9,3,3,5,3,1,0
29,No,Research & Development,7,3,1,4,Male,3,1,Laboratory Technician,1,2062,No,14,3,2,11,2,3,3,2,1,2
37,No,Research & Development,7,4,1,4,Male,3,2,Research Scientist,1,4284,Yes,22,4,3,16,2,3,5,3,0,4
35,No,Research & Development,16,2,1,4,Female,2,2,Manufacturing Director,2,4788,Yes,11,3,4,4,2,3,3,2,0,2
45,No,Research & Development,25,2,1,2,Female,2,2,Manufacturing Director,4,5906,No,13,3,4,10,2,2,9,8,3,8
36,No,Human Resources,2,1,1,2,Male,2,2,Human Resources,4,3886,No,21,4,4,10,2,2,10,1,0,8
40,No,Research & Development,1,4,1,1,Male,3,4,Manager,1,16823,No,11,3,1,22,3,3,19,7,11,16
26,No,Research & Development,1,2,1,2,Female,2,1,Research Scientist,3,2933,Yes,13,3,3,1,3,2,1,0,1,0
27,No,Sales,2,2,1,1,Female,4,2,Sales Executive,3,6500,No,14,3,2,9,5,2,8,7,0,7
48,No,Research & Development,22,3,1,4,Female,3,4,Manager,4,17174,No,11,3,2,24,3,3,22,17,4,7
44,No,Research & Development,1,4,1,2,Male,4,2,Healthcare Representative,1,5033,No,15,3,4,10,5,3,2,0,2,2
34,Yes,Research & Development,16,4,1,4,Male,1,1,Research Scientist,1,2307,Yes,23,4,2,5,2,3,5,2,3,0
56,Yes,Research & Development,24,2,1,1,Male,3,1,Laboratory Technician,4,2587,No,16,3,4,5,3,3,4,2,1,0
36,No,Sales,17,2,1,3,Male,2,2,Sales Executive,2,5507,No,16,3,3,12,1,1,4,2,1,3
41,No,Sales,8,3,1,3,Female,3,2,Sales Executive,2,4393,No,21,4,3,14,3,3,5,4,1,4
42,No,Research & Development,6,3,1,3,Male,3,3,Research Director,1,13348,No,13,3,2,18,3,4,13,7,5,7
31,No,Sales,10,2,1,3,Female,3,2,Sales Executive,4,6583,Yes,11,3,4,8,2,3,5,2,1,4
34,No,Sales,3,1,1,4,Female,2,2,Sales Executive,4,8103,Yes,12,3,3,9,3,2,4,2,0,1
31,No,Research & Development,4,3,1,1,Female,4,1,Laboratory Technician,3,3978,No,12,3,2,4,0,2,2,2,2,2
26,No,Research & Development,6,3,1,3,Male,4,1,Laboratory Technician,4,2544,No,18,3,1,8,3,3,7,7,7,7
45,No,Research & Development,1,4,1,2,Male,3,2,Healthcare Representative,3,5399,No,12,3,3,12,3,3,4,2,0,3
33,No,Sales,10,4,1,2,Male,3,2,Sales Executive,3,5487,No,14,3,2,10,2,2,10,4,0,9
28,No,Sales,1,2,1,3,Male,2,2,Sales Executive,4,6834,Yes,12,3,3,7,2,3,7,7,0,7
29,Yes,Sales,24,3,1,3,Male,4,1,Sales Representative,1,1091,No,17,3,4,1,3,3,1,0,0,0
39,No,Sales,21,4,1,1,Female,1,2,Sales Executive,3,5736,No,19,3,3,10,1,3,3,2,1,2
27,No,Research & Development,2,4,1,2,Male,3,1,Research Scientist,2,2226,No,11,3,3,6,3,2,5,3,1,2
34,No,Research & Development,22,4,1,3,Male,2,2,Research Scientist,4,5747,Yes,15,3,2,16,3,3,15,10,6,11
28,Yes,Sales,13,2,1,4,Female,3,2,Sales Executive,3,9854,Yes,11,3,4,6,0,3,2,0,2,2
47,No,Research & Development,14,4,1,3,Male,3,2,Research Scientist,2,5467,No,18,3,3,16,4,4,8,7,1,7
56,No,Sales,11,5,1,4,Female,2,2,Sales Executive,1,5380,No,16,3,3,6,3,3,0,0,0,0
39,No,Research & Development,9,2,1,1,Male,3,2,Manufacturing Director,1,5151,No,25,4,4,10,3,3,10,0,7,9
38,No,Research & Development,8,3,1,4,Female,2,2,Research Scientist,2,2133,Yes,16,3,3,20,3,3,20,11,0,7
58,No,Sales,21,3,1,4,Female,3,4,Manager,4,17875,Yes,13,3,3,29,2,2,1,0,0,0
32,Yes,Research & Development,5,2,1,1,Female,4,1,Research Scientist,3,2432,Yes,14,3,1,8,2,3,4,1,0,3
38,No,Research & Development,9,2,1,2,Male,3,1,Research Scientist,4,4771,No,19,3,4,10,0,4,5,2,0,3
49,No,Research & Development,2,1,1,2,Male,3,5,Research Director,4,19161,No,15,3,4,28,3,3,5,4,4,3
42,No,Sales,12,4,1,2,Male,3,2,Sales Executive,4,5087,Yes,12,3,3,14,4,3,0,0,0,0
27,Yes,Human Resources,22,3,1,1,Female,2,1,Human Resources,2,2863,No,12,3,1,1,2,3,1,0,0,0
35,No,Sales,18,4,1,2,Male,3,2,Sales Executive,1,5561,No,16,3,4,6,2,1,5,3,0,4
28,No,Research & Development,16,3,1,3,Male,3,1,Research Scientist,3,2144,No,14,3,3,5,3,2,5,3,1,4
31,No,Research & Development,3,2,1,3,Male,3,1,Research Scientist,1,3065,Yes,13,3,4,4,3,4,4,2,2,3
